record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
RCEDB672130C6,"Waterborne diseases in the state of Mexico, Mexico (2000-2005)",Jiménez-Moleón M.C.; Gómez-Albores M.A.,2011,10.2166/wh.2010.149,https://www.scopus.com/pages/publications/79954545195?origin=resultslist,,,,,,,,,,
R0CAD9EDC202F,"Human rights assessment in Parc jean Marie Vincent, Port-au-prince, Haiti",Cullen K.A.; Ivers L.C.,2010,,https://www.scopus.com/pages/publications/78650794833?origin=resultslist,,,,,,,,,,
R088A6862CBAC,"The difficulties of dealing with social inequities at the Family Health Program in Natal, Brazil",Traverso-Yépez M.,2009,10.1080/09581590802395408,https://www.scopus.com/pages/publications/74949095675?origin=resultslist,,,,,,,,,,
RAE888898E281,Planning clinics: A primer,Khurian M.,2010,10.1007/978-90-481-9425-4_12,https://www.scopus.com/pages/publications/84892309136?origin=resultslist,,,,,,,,,,
RF338E7E3DEA9,Environment protection and the India's Eleventh Five-Year Plan,Kamble P.S.; Awaghade B.D.,2011,,https://www.scopus.com/pages/publications/79953106245?origin=resultslist,,,,,,,,,,
RF1E7023008C0,"Source to point of use drinking water changes and knowledge, attitude and practices in Katsina State, Northern Nigeria",Onabolu B.; Jimoh O.D.; Igboro S.B.; Sridhar M.K.C.; Onyilo G.; Gege A.; Ilya R.,2011,10.1016/j.pce.2011.07.038,https://www.scopus.com/pages/publications/80054058476?origin=resultslist,,,,,,,,,,
R6C0638AC2F78,Oral vaccines for preventing cholera,Sinclair D.; Abba K.; Zaman K.; Qadri F.; Graves P.M.,2011,10.1002/14651858.CD008603.pub2,https://www.scopus.com/pages/publications/79953270988?origin=resultslist,,,,,,,,,,
R762608282964,The impact of neo-liberalism on water and sanitation provision in the informal settlements: Towards the re-enforcement of gendered roles or democratic emancipation?,Tshishonga N.; Mafema E.D.,2011,10.1080/10130950.2011.575997,https://www.scopus.com/pages/publications/85071228909?origin=resultslist,,,,,,,,,,
R804A6CFFD1D7,Justifying local empowerment to address rural-urban health inequalities in Sub-Saharan Africa.,Umunna A.O.,2010,,https://www.scopus.com/pages/publications/77950941012?origin=resultslist,,,,,,,,,,
REA378333CF37,"Capturing Indian bodies, hearths, and minds: The gendered politics of rural school reform in Bolivia, 1920s-1940s",Larson B.,2011,,https://www.scopus.com/pages/publications/70350085993?origin=resultslist,,,,,,,,,,
R62233FB11483,Field demonstration of a high-performing chemical process for removing toxic metals and nitrate in the Flue Gas Desulfurization (FGD) wastewater,Teng X.; Huang Y.H.,2010,,https://www.scopus.com/pages/publications/79952254972?origin=resultslist,,,,,,,,,,
RCEF41B961251,In their own words: Nurses' discourses of cleanliness from the Rehoboth Mission,Lagerwey M.D.,2009,10.1111/j.1440-1800.2008.00432.x,https://www.scopus.com/pages/publications/67649170799?origin=resultslist,,,,,,,,,,
RB4ABDB221CD3,Mexico at the vanguard: A new era in medicines of biotechnological origin,Boardman E.S.,2010,10.1057/jgm.2009.38,https://www.scopus.com/pages/publications/75949099176?origin=resultslist,,,,,,,,,,
R8DCF8DEDE741,Australia's western corridor recycled water project - Regulation of an indirect potable recycling scheme down under,Walker T.; Roux A.; Zavlanos V.; Bowen B.,2009,,https://www.scopus.com/pages/publications/84874741173?origin=resultslist,,,,,,,,,,
R6F950F094963,A wavelet-based approach to assessing timing errors in hydrologic predictions,Liu Y.; Brown J.; Demargne J.; Seo D.-J.,2011,10.1016/j.jhydrol.2010.11.040,https://www.scopus.com/pages/publications/78651356161?origin=resultslist,,,,,,,,,,
R959FDBAAF44F,Urban waterfront development patterns: Water as a structuring element of urbanity,Shrestha B.K.; Shrestha S.,2009,,https://www.scopus.com/pages/publications/79952294750?origin=resultslist,,,,,,,,,,
R2E48DA87EEB4,The human right to water: Moving towards consensus in a fragmented world,Gupta J.; Ahlers R.; Ahmed L.,2010,10.1111/j.1467-9388.2010.00688.x,https://www.scopus.com/pages/publications/79951840735?origin=resultslist,,,,,,,,,,
R61B13B02B733,Energy services for the urban poor: NGO participation in slum electrification in India,Baruah B.,2010,10.1068/c0948,https://www.scopus.com/pages/publications/78650628905?origin=resultslist,,,,,,,,,,
R6A02BABD8F82,Government financing of health in India,Vyasulu V.,2011,,https://www.scopus.com/pages/publications/79955557111?origin=resultslist,,,,,,,,,,
R802AAEF5465F,Sustainability for security: Vulnerability assessments of Michigan water utilities - Where are we today?,Skadsen J.; Babcock R.; Mikelonis A.; Bennett J.,2009,,https://www.scopus.com/pages/publications/84873514062?origin=resultslist,,,,,,,,,,
RC579B61E2FC8,An assessment of effective organizational-administrative factors in strengthening the work's ethic,Akbar E.; Saeid S.; Saeid A.,2011,,https://www.scopus.com/pages/publications/79961232440?origin=resultslist,,,,,,,,,,
RFF03643FADFA,"Hydrodynamic-ecological model analyses of the water quality of Lake Manzala nile delta, northern Egypt",Rasmussen E.K.; Svenstrup Petersen O.; Thompson J.R.; Flower R.J.; Ahmed M.H.,2009,10.1007/s10750-008-9683-7,https://www.scopus.com/pages/publications/59449103084?origin=resultslist,,,,,,,,,,
R8717748C6A5D,The developments of anaerobic baffled reactor for wastewater treatment: A review,Liu R.; Tian Q.; Chen J.,2010,10.5897/ajb10.036,https://www.scopus.com/pages/publications/77950681840?origin=resultslist,,,,,,,,,,
RCFD849FB0013,"Groundwater market and its implications on water resources and agriculture in the southern peri-urban interface, Chennai, India",Packialakshmi S.; K Ambujam N.; Nelliyat P.,2011,10.1007/s10668-010-9269-1,https://www.scopus.com/pages/publications/79952073385?origin=resultslist,,,,,,,,,,
RE5FCC85D5EF2,"Audit, need analysis and design of vehicle washdown facilities for biosecurity in Queensland, Australia",Ouellet-Plamondon C.M.; Davis R.J.; Watts P.J.; Savoie P.,2009,,https://www.scopus.com/pages/publications/76449087324?origin=resultslist,,,,,,,,,,
R975C44396921,"Peri-urban water and sanitation services: Policy, planning and method",Kurian M.; McCarney P.,2010,10.1007/978-90-481-9425-4,https://www.scopus.com/pages/publications/84892306224?origin=resultslist,,,,,,,,,,
RF6EFC712D0D7,Water main rehabilitation and replacement: Developing and using a dynamic prioritization tool,Mitchell L.W.; Christopher W.; Alexandra J.,2009,10.1061/41069(360)136,https://www.scopus.com/pages/publications/70449558845?origin=resultslist,,,,,,,,,,
RBD155EDBD079,Missing the multiple dimensions of water? Neoliberal modernization in Mexico City and Buenos Aires,Romero Lankao P.,2011,10.1016/j.polsoc.2011.10.007,https://www.scopus.com/pages/publications/83155184563?origin=resultslist,,,,,,,,,,
RCFA60F99F5A8,Seismic safety of water lifelines: An ongoing process,Cain B.; Irias X.; Pratt D.L.,2009,10.1061/41050(357)45,https://www.scopus.com/pages/publications/70449698103?origin=resultslist,,,,,,,,,,
R48AC741E5758,How can inequalities in the oral health of Australian Aboriginal people be addressed?,Green J.; Blinkhorn A.,2010,10.1080/14635240.2010.10708192,https://www.scopus.com/pages/publications/78751503836?origin=resultslist,,,,,,,,,,
R1823F1155BA1,Perceptions about availability and adequacy of drinking water in a large california school district,Patel A.I.; Bogart L.M.; Uyeda K.E.; Rabin A.; Schuster M.A.,2010,,https://www.scopus.com/pages/publications/77952296124?origin=resultslist,,,,,,,,,,
R0938024F4223,Production of the novel two-peptide lantibiotic lichenicidin by Bacillus licheniformis DSM 13,Dischinger J.; Josten M.; Szekat C.; Sahl H.-G.; Bierbaum G.,2009,10.1371/journal.pone.0006788,https://www.scopus.com/pages/publications/69449097013?origin=resultslist,,,,,,,,,,
RE122123AF5EF,Urban water supply sector in India: Setting the reform agenda for improving service delivery,Nallathiga R.,2010,10.3233/ijr-120099,https://www.scopus.com/pages/publications/84055177692?origin=resultslist,,,,,,,,,,
RA53680C840E0,"Maintenance of drainage system infrastructure in Butare Town, Rwanda",Karangwa A.,2009,,https://www.scopus.com/pages/publications/79952304065?origin=resultslist,,,,,,,,,,
R8A914A23E59B,"Vegetation influences on groundwater salinity and chemical heterogeneity in a freshwater, recharge floodplain wetland, South Africa",Humphries M.S.; Kindness A.; Ellery W.N.; Hughes J.C.; Bond J.K.; Barnes K.B.,2011,10.1016/j.jhydrol.2011.09.041,https://www.scopus.com/pages/publications/81155131771?origin=resultslist,,,,,,,,,,
RCDC6EFF9A137,Endocrine disruptor screening: Regulatory perspectives and needs,Hecker M.; Hollert H.,2011,10.1186/2190-4715-23-15,https://www.scopus.com/pages/publications/84867209142?origin=resultslist,,,,,,,,,,
R3F80E8C6D256,"Factors influencing success of marine protected areas in the Visayas, Philippines as related to increasing protected area coverage",Pollnac R.; Seara T.,2011,10.1007/s00267-010-9540-0,https://www.scopus.com/pages/publications/79955605079?origin=resultslist,,,,,,,,,,
RF83C0BEF3A15,Supporting waste and water management with proactive legal instruments,Fehr M.; Pereira A.F.N.; Barbosa A.K.A.,2009,10.1016/j.resconrec.2009.06.005,https://www.scopus.com/pages/publications/80255127607?origin=resultslist,,,,,,,,,,
R26752BE1C207,"Europeanisation and the rescaling of water services: Agency and state spatial strategies in the Algarve, Portugal",Thiel A.,2009,,https://www.scopus.com/pages/publications/67651123007?origin=resultslist,,,,,,,,,,
RB955BA567B95,Pro-poor water service strategies in developing countries: Promoting justice in Uganda's urban project,Berg S.V.; Mugisha S.,2010,10.2166/wp.2010.120,https://www.scopus.com/pages/publications/77957551203?origin=resultslist,,,,,,,,,,
RDA5EF90584F8,California water law and related legal authority affecting the sacramento-San Joaquin Delta,Brougher C.,2010,,https://www.scopus.com/pages/publications/85026501725?origin=resultslist,,,,,,,,,,
R4443C2EFEEE0,Towards improved sanitation: Constraints and opportunities in accessing waterborne sewerage in major villages of Botswana,Bolaane B.; Ikgopoleng H.,2011,10.1016/j.habitatint.2011.01.001,https://www.scopus.com/pages/publications/79954425178?origin=resultslist,,,,,,,,,,
RD76FC399F66C,Transforming water supply regimes in India: Do public-private partnerships have a role to play?,Gopakumar G.,2010,,https://www.scopus.com/pages/publications/78649488819?origin=resultslist,,,,,,,,,,
R490B82E5ADFA,"An inexact chance-constrained programming model for water quality management in Binhai New Area of Tianjin, China",Xie Y.L.; Li Y.P.; Huang G.H.; Li Y.F.; Chen L.R.,2011,10.1016/j.scitotenv.2011.01.036,https://www.scopus.com/pages/publications/79952630990?origin=resultslist,,,,,,,,,,
R56490574F032,Decision-making case history for municipal infrastructure improvements,Gilbert L.N.; Stark J.; Guthikonda G.; Hoepken J.,2010,,https://www.scopus.com/pages/publications/77956972079?origin=resultslist,,,,,,,,,,
R77749A581F7E,Ways to improve water governance,Dukhovny V.A.; Ziganshina D.,2011,10.1002/ird.604,https://www.scopus.com/pages/publications/81955168007?origin=resultslist,,,,,,,,,,
RD1E30397691A,"Water and wastewater services and ""urban sprawl"" in Stockholm County: Local policies, technical solutions and socio-spatial implications; [Services d'eau et d'assainissement et dispersion « urbaine » dans le comté de Stockholm: Politiques locales, solutions techniques et implications sociospatiales]",Boucher-Hedenström F.; Rutherford J.,2010,10.3917/flux.079.0054,https://www.scopus.com/pages/publications/77956313478?origin=resultslist,,,,,,,,,,
R550D015C22B6,"Do migrants improve their hometowns? remittances and access to public services in Mexico, 1995-2000",Adida C.L.; Girod D.M.,2011,10.1177/0010414010381073,https://www.scopus.com/pages/publications/78650248891?origin=resultslist,,,,,,,,,,
RB2086E7D7795,"Chapter 7 Nutrient and Water Management Effects on Crop Production, and Nutrient and Water Use Efficiency in Dryland Areas of China",Li S.-X.; Wang Z.-H.; Malhi S.S.; Li S.-Q.; Gao Y.-J.; Tian X.-H.,2009,10.1016/S0065-2113(09)01007-4,https://www.scopus.com/pages/publications/65449130107?origin=resultslist,,,,,,,,,,
RAA872E2EA9FF,Factors underlying college students' choice of home stay accommodation while travelling,Hsu S.-L.; Lin Y.-M.,2011,,https://www.scopus.com/pages/publications/84860375355?origin=resultslist,,,,,,,,,,
R83EB94D06BE1,Water infrastructure needs and investment: Review and analysis of key issues,Copeland C.; Tiemann M.,2011,,https://www.scopus.com/pages/publications/84946906363?origin=resultslist,,,,,,,,,,
RCC7EA7EF993C,Uganda: Environmental Health Concerns,Nabulo G.; Cole D.,2011,10.1016/B978-0-444-52272-6.00653-X,https://www.scopus.com/pages/publications/85184541888?origin=resultslist,,,,,,,,,,
R9639154328A1,Wòch nan soley: The denial of the right to water in Haiti,Varma M.K.; Satterthwaite M.L.; Klasing A.M.; Shoranick T.; Jean J.; Barry D.J.; Smith Fawzi M.C.; McKeever J.; Lyon E.,2009,10.2307/20460104,https://www.scopus.com/pages/publications/70449562866?origin=resultslist,,,,,,,,,,
RF7058FFCA090,Hazardous waste management system; Identification and listing of hazardous waste; Final exclusion,,2009,,https://www.scopus.com/pages/publications/65349100463?origin=resultslist,,,,,,,,,,
RD135735976C0,Study of the behaviour of different NF membranes for the reclamation of a secondary textile effluent in rinsing processes,Bes-Piá A.; Cuartas-Uribe B.; Mendoza-Roca J.-A.; Alcaina-Miranda M.I.,2010,10.1016/j.jhazmat.2010.01.085,https://www.scopus.com/pages/publications/77951623296?origin=resultslist,,,,,,,,,,
RCB78D4EF3652,Evolution of the water and sewage sector; an attempt to interpret the development of rainwater reuse for domestic purposes; [L'utilisation domestique de Veau de pluie révélatrice d'un modèle de service d'eau et d'assainissement en mutation?],Carré C.; Deroubaix J.-F.,2009,10.3917/flux.076.0026,https://www.scopus.com/pages/publications/72849153436?origin=resultslist,,,,,,,,,,
R16AB75AC4334,Breaking the deadlock: Improving Water-Release policies on the delaware river through operations research,Kolesar P.; Serio J.,2011,10.1287/inte.1100.0536,https://www.scopus.com/pages/publications/79952088245?origin=resultslist,,,,,,,,,,
R351A2824CA79,Guidance for water loss reduction; [Réduction des pertes en eau],Albaladejo H.; Berthault D.; Bulleryal E.; Cousin A.-C.; De The C.; Ginsburger C.; Lehembre D.; Mozer S.; Nirsimloo K.; Renaud E.; Taisne R.; Thouverez E.,2011,,https://www.scopus.com/pages/publications/84855712797?origin=resultslist,,,,,,,,,,
R13DB0005DC3A,Equity and access: Community based water management in urban poor communities: An Indian case study,Poricha B.; Dasgupta B.,2011,10.2495/WS110251,https://www.scopus.com/pages/publications/84865706287?origin=resultslist,,,,,,,,,,
RDFA05DD5B85A,Estimating nitrate concentration in the post-denitrification unit of a municipal wastewater treatment plant,Mulas M.; Corona F.; Haimi H.; Sundell L.; Heinonen M.; Vahala R.,2011,10.3182/20110828-6-IT-1002.02931,https://www.scopus.com/pages/publications/84866751171?origin=resultslist,,,,,,,,,,
RBDD2A9AC8690,"The role of municipal committees in the development of an integrated urban water policy in Belo Horizonte, Brazil",Costa G.M.; Costa H.S.M.; Dias J.B.; Welter M.G.,2009,10.2166/wst.2009.742,https://www.scopus.com/pages/publications/77649215229?origin=resultslist,,,,,,,,,,
