"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Kaur K.P.","Kaur, Komal Preet (57760027600)","57760027600","Streamlining governance for urban cleanliness: Insights from Indore in India","2026","Elementa","14","1","","","","0","10.1525/elementa.2025.00012","https://www.scopus.com/pages/publications/105034853092?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105034853092"
"Sayiwal S.; Joshi M.C.; Garhwal Y.S.","Sayiwal, Shalini (60632627200); Joshi, Mahesh Chandra (56970519300); Garhwal, Yogita S. (60633070900)","60632627200; 56970519300; 60633070900","Jaipur on the Smart Track: A Citizen-Centric Review of the Smart City Vision","2026","Springer Proceedings in Business and Economics","","","","477","485","0","10.1007/978-981-95-4200-0_27","https://www.scopus.com/pages/publications/105039180020?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105039180020"
"Ma H.; Marsani M.F.; Mansor M.A.; Kasihmuddin M.S.M.; Long C.","Ma, Hong (59249985700); Marsani, Muhammad Fadhil (57217535953); Mansor, Mohd. Asyraf (57190938125); Kasihmuddin, Mohd Shareduwan Mohd (57192191975); Long, Caiyan (60465651600)","59249985700; 57217535953; 57190938125; 57192191975; 60465651600","Optimized decomposition and deep learning with bias correction for reliable runoff point-interval prediction","2026","Scientific Reports","16","1","9616","","","1","10.1038/s41598-025-33713-0","https://www.scopus.com/pages/publications/105034323620?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034323620"
"Lai C.; Zhang W.; Meng F.; Zhao S.","Lai, Cunxian (57362860600); Zhang, Wentian (57218909099); Meng, Fangang (8691579400); Zhao, Shanshan (57203221541)","57362860600; 57218909099; 8691579400; 57203221541","Sequential monomer immersion guided by density contrast tailors pore structure and surface chemistry in nanofiltration membranes for lithium recovery","2026","Journal of Membrane Science","758","","126069","","","0","10.1016/j.memsci.2026.126069","https://www.scopus.com/pages/publications/105047677663?origin=resultslist","Article","Final","","Scopus","2-s2.0-105047677663"
"Kyambade M.; Mwesigwa R.; Alinda K.; Tumwine S.; Lwanga F.","Kyambade, Mahadih (58849047600); Mwesigwa, Rogers (57201464007); Alinda, Kassim (57220482192); Tumwine, Sulait (57889998100); Lwanga, Freddie (60124446400)","58849047600; 57201464007; 57220482192; 57889998100; 60124446400","Resilience and Sustainability Performance of Health and Sanitation Projects in Uganda","2026","Sustainable Development","","","","","","0","10.1002/sd.71483","https://www.scopus.com/pages/publications/105045355394?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105045355394"
"Krasniqi V.","Krasniqi, Vlerë (58055185800)","58055185800","Bridging infrastructure gaps in water and environmental management: A case study from Kosovo and North Macedonia","2026","Journal of Ecological Engineering ","27","2","","80","90","0","10.12911/22998993/210923","https://www.scopus.com/pages/publications/105029381120?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029381120"
"Lee I.; Lee H.; Shin M.; Kim J.-W.; Verma M.; Jee M.H.; Kim H.","Lee, Ingyu (56124866200); Lee, Hyoyoung (60558066100); Shin, Mingyeong (60015224300); Kim, Jae-Woo (60558143400); Verma, Monu (56399005800); Jee, Min Ho (37047214400); Kim, Hyunook (57208153877)","56124866200; 60558066100; 60015224300; 60558143400; 56399005800; 37047214400; 57208153877","Rapid Assessment of Synthetic Fibers Released During Laundering Using Total Organic Carbon-Based Analysis","2026","Fibers and Polymers","27","6","","3049","3060","0","10.1007/s12221-026-01401-z","https://www.scopus.com/pages/publications/105034809590?origin=resultslist","Article","Final","","Scopus","2-s2.0-105034809590"
"Corrêa L.P.; Medeiros P.C.; Hadad R.M.; Rangel Rigotti J.I.; Figueiredo Gomes U.A.","Corrêa, Lívia Pita (60636616600); Medeiros, Patrícia Conceição (60636616700); Hadad, Renato Moreira (55534526100); Rangel Rigotti, José Irineu (59658007500); Figueiredo Gomes, Uende Aparecida (57223146864)","60636616600; 60636616700; 55534526100; 59658007500; 57223146864","Water, sanitation, and hygiene (WASH): a study of Brazilian rural public elementary schools; [Água, saneamento e higiene (WASH): um estudo das escolas públicas rurais de Ensino Fundamental brasileiras]; [Agua, saneamiento e higiene (WASH): un estudio de las escuelas públicas rurales de educación primaria brasileñas]","2026","Cadernos de Saude Publica","42","","e00128025","","","0","10.1590/0102-311XPT128025","https://www.scopus.com/pages/publications/105039130969?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039130969"
"","","","Retraction: “Exploring Water Supply Challenges to Selected Villages of Greater Giyani Municipality in Limpopo Province, South Africa”","2026","Journal of Asian and African Studies","61","5","","4409","4410","0","10.1177/00219096261466037","https://www.scopus.com/pages/publications/105044228505?origin=resultslist","Erratum","Final","","Scopus","2-s2.0-105044228505"
"Baker J.M.; Chand K.","Baker, J. Mark (57201006335); Chand, Kesar (37123381900)","57201006335; 37123381900","The potential contributions of irrigation channel networks to urban climate-resilience in the Hindu Kush Himalaya","2026","Current Opinion in Environmental Sustainability","80","","101634","","","0","10.1016/j.cosust.2026.101634","https://www.scopus.com/pages/publications/105035784691?origin=resultslist","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035784691"
"Nagarajan D.; P S.V.; Amri Z.A.; Babu M.D.","Nagarajan, D. (9434932500); P, Shyaman V (60731143900); Amri, Zakiya Al (60730936300); Babu, M. Dinesh (56826144500)","9434932500; 60731143900; 60730936300; 56826144500","Multi–Criteria Assessment of Wastewater Treatment Technologies for Circular Economy Implementation Using an m–Polar Fuzzy Decision Model","2026","Water, Air, and Soil Pollution","237","18","1058","","","0","10.1007/s11270-026-09736-2","https://www.scopus.com/pages/publications/105044079402?origin=resultslist","Article","Final","","Scopus","2-s2.0-105044079402"
"Runokunda J.C.; Matsa M.M.; Dzawanda B.","Runokunda, Juliet Chidochashe (60139603800); Matsa, Mark Makomborero (57195566711); Dzawanda, Beauty (57212376105)","60139603800; 57195566711; 57212376105","Pathways to open market sustainability at Mtapa Open Market in Gweru, Zimbabwe","2026","Discover Sustainability","7","1","513","","","0","10.1007/s43621-026-02910-w","https://www.scopus.com/pages/publications/105041705304?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041705304"
"Gupta N.; Verma S.K.; Anand S.; Anand Y.; Kumar R.","Gupta, Navin (57209931733); Verma, Shubham Kumar (57219112947); Anand, Sanjeev (36476017300); Anand, Yatheshth (56692727300); Kumar, Ramesh (57749415900)","57209931733; 57219112947; 36476017300; 56692727300; 57749415900","Advancing urban resilience in heritage cities through spatial and community-based analysis","2026","Discover Sustainability","7","1","1256","","","0","10.1007/s43621-026-03369-5","https://www.scopus.com/pages/publications/105046887425?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105046887425"
"Zahir A.; Ahmadzai M.A.; Azizi M.N.","Zahir, Ahmadullah (57211332221); Ahmadzai, Mohammad Aman (57729396700); Azizi, Mohammad Naeem (57221770537)","57211332221; 57729396700; 57221770537","Epidemiology and Control of Foodborne Diseases in Resource-Limited Settings: Insights from Afghanistan","2026","Journal of Food Protection","89","8","100843","","","1","10.1016/j.jfp.2026.100843","https://www.scopus.com/pages/publications/105044607717?origin=resultslist","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044607717"
"Ayala Cabana L.; Arcas A.; López-Heras I.; de Santiago-Martín A.; Meffe R.","Ayala Cabana, Lesly (59232799400); Arcas, Alejandra (57388343700); López-Heras, Isabel (57204967471); de Santiago-Martín, Ana (55498651300); Meffe, Raffaella (35219150500)","59232799400; 57388343700; 57204967471; 55498651300; 35219150500","Suspect Screening and Prioritization as an Analytical Strategy for the Identification of Persistent, Mobile, and Toxic (PMT) Substances in Surface Water","2026","Analytical Chemistry","98","8","","5923","5937","0","10.1021/acs.analchem.5c04907","https://www.scopus.com/pages/publications/105031571325?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031571325"
"Moroz D.; Laré A.; Subramaniam N.; Madzivanyika C.","Moroz, David (57210255399); Laré, Amandine (55863978700); Subramaniam, Navaneetham (22036029500); Madzivanyika, Cuthbert (60512407700)","57210255399; 55863978700; 22036029500; 60512407700","Mapping the research landscape on SDG 6: A bibliometric analysis","2026","Sustainable Futures","11","","101810","","","0","10.1016/j.sftr.2026.101810","https://www.scopus.com/pages/publications/105034653211?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034653211"
"Mash R.; Blows S.; Lahri S.; McRae M.; Lokotola C.; Jobanputra K.; Nayna Schwerdtle P.","Mash, Robert (60196466100); Blows, Stacey (58019970900); Lahri, Sa'ad (8531426000); McRae, Melissa (60078532800); Lokotola, Christian (57215662432); Jobanputra, Kiran (56173666400); Nayna Schwerdtle, Patricia (57218390470)","60196466100; 58019970900; 8531426000; 60078532800; 57215662432; 56173666400; 57218390470","Building climate-resilient primary care: A convergent mixed-methods climate vulnerability and capacity assessment in the Cederberg subdistrict, South Africa","2026","Public Health","252","","106106","","","6","10.1016/j.puhe.2025.106106","https://www.scopus.com/pages/publications/105027681352?origin=resultslist","Article","Final","","Scopus","2-s2.0-105027681352"
"Clark C.; van Senten J.; Engle C.R.","Clark, Charles (57226107602); van Senten, Jonathan (57193847650); Engle, Carole R (7005192559)","57226107602; 57193847650; 7005192559","The regulatory cost burden on Atlantic coast shellfish farms","2026","North American Journal of Aquaculture","88","2","","117","131","0","10.1093/naaqua/vraf039","https://www.scopus.com/pages/publications/105035750336?origin=resultslist","Article","Final","","Scopus","2-s2.0-105035750336"
"Abebe T.A.; Sebastian S.; Tucho G.T.","Abebe, Thomas Ayalew (57219775650); Sebastian, Semella (60216614100); Tucho, Gudina Terefe (56332894700)","57219775650; 60216614100; 56332894700","Spatial analysis of human fecal waste in rural Oromia, Ethiopia: biomethane and nutrient recovery potential","2026","Environmental Science: Advances","5","2","","591","605","0","10.1039/d5va00356c","https://www.scopus.com/pages/publications/105028108092?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028108092"
"Izah S.C.; Jacob D.E.; Alum E.U.; Fayiah M.","Izah, Sylvester Chibueze (55657319000); Jacob, Daniel Etim (58626267000); Alum, Esther Ugo (57205654369); Fayiah, Moses (57210733104)","55657319000; 58626267000; 57205654369; 57210733104","Water Safety in Sub-Saharan Africa","2026","Springer Water","Part F1314","","","245","271","0","10.1007/978-3-032-10602-5_9","https://www.scopus.com/pages/publications/105027014218?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105027014218"
"de Cortes J.P.S.; Andrade I.M.F.; da Silva Less D.F.; de Fraga R.; Marshall A.; Wohl E.","de Cortes, João Paulo Soares (57220934411); Andrade, Iezabelly Maria Farias (60585386300); da Silva Less, Diani Fernanda (57193890236); de Fraga, Rafael (37048571800); Marshall, Anna (57190490890); Wohl, Ellen (7003663265)","57220934411; 60585386300; 57193890236; 37048571800; 57190490890; 7003663265","Multidimensional drought impacts in the lower Amazon: local perspectives on social-ecological vulnerability","2026","Regional Environmental Change","26","2","83","","","0","10.1007/s10113-026-02578-y","https://www.scopus.com/pages/publications/105035865959?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035865959"
"Dhanusk K.; Devkota N.; Khanal G.; Byanjankar R.; Danuwar R.K.","Dhanusk, Krishna (60348351300); Devkota, Niranjan (57205266523); Khanal, Ghanashyam (57221286501); Byanjankar, Rohan (59182833000); Danuwar, Ranjana Kumari (59291832500)","60348351300; 57205266523; 57221286501; 59182833000; 59291832500","Decade-long waits for drinking water in Nepal’s capital city: urban household’s willingness to pay for improved water services","2026","Urban Water Journal","23","5","","856","880","0","10.1080/1573062X.2026.2618690","https://www.scopus.com/pages/publications/105028443310?origin=resultslist","Article","Final","","Scopus","2-s2.0-105028443310"
"Bambara S.; Isingizwe M.C.; Adegboyega T.T.; Mutesa L.","Bambara, Sylvie (60710627200); Isingizwe, Marie Claire (60710158500); Adegboyega, Taofeek Tope (57218440252); Mutesa, Leon (22135493200)","60710627200; 60710158500; 57218440252; 22135493200","A Systematic Review of Gastrointestinal and Respiratory Pathogen Detection in Wastewater in Africa, with Focus on Rwanda: Implications for Early Warning and Public Health Surveillance","2026","Pathogens","15","6","574","","","0","10.3390/pathogens15060574","https://www.scopus.com/pages/publications/105042697546?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105042697546"
"Gupta S.; Das S.; Chaudhuri R.","Gupta, S. (58143859300); Das, S. (60625619500); Chaudhuri, R. (57195060639)","58143859300; 60625619500; 57195060639","Evaluating Policies for Restoration of a Forest Catchment: An Institutional Analysis","2026","International Forestry Review","27","","","74","88","0","10.1505/146554825840449614","https://www.scopus.com/pages/publications/105038423821?origin=resultslist","Article","Final","","Scopus","2-s2.0-105038423821"
"Mansouri M.; Afrashteh S.; Farhadi A.; Moftian N.; Zanganeh Z.; Yazdi N.B.; Arfaeinia H.; Soleimani F.; Farhadi M.","Mansouri, Maryam (60148168900); Afrashteh, Sima (57202707215); Farhadi, Akram (57188975751); Moftian, Nazilla (57194651277); Zanganeh, Zivar (57218990202); Yazdi, Niloufar Borhani (57545826000); Arfaeinia, Hossein (57039118000); Soleimani, Farshid (57172345200); Farhadi, Majid (57192815454)","60148168900; 57202707215; 57188975751; 57194651277; 57218990202; 57545826000; 57039118000; 57172345200; 57192815454","Integrated Network Analysis of Toxic Elements Co-exposure and Pathophysiological Changes Triggered by Oxidative Stress/Inflammation in Urban Sanitation Workers","2026","Biological Trace Element Research","204","5","","2939","2953","1","10.1007/s12011-025-04866-w","https://www.scopus.com/pages/publications/105019196280?origin=resultslist","Article","Final","","Scopus","2-s2.0-105019196280"
"Belmeziti A.; M’hammedi Bouzina A.; De Gouvello B.","Belmeziti, Ali (55839542800); M’hammedi Bouzina, Adlane (59146005300); De Gouvello, Bernard (30267584900)","55839542800; 59146005300; 30267584900","Household resilience under intermittent water supply in Algeria social housing","2026","Urban Research and Practice","","","","","","0","10.1080/17535069.2026.2682476","https://www.scopus.com/pages/publications/105040984066?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105040984066"
"Mitchell A.; Wineman A.; Kessler H.; Warner Y.; Gharge S.; Fredenberg E.","Mitchell, Arlene (57222001390); Wineman, Ayala (57188826083); Kessler, Heidi (56499957600); Warner, Yale (57740153800); Gharge, Shivani (57298855500); Fredenberg, Emily (59513844500)","57222001390; 57188826083; 56499957600; 57740153800; 57298855500; 59513844500","A comprehensive and standardized dataset on school feeding activities worldwide: The Global Survey of School Meal Programs","2026","Data in Brief","67","","113018","","","0","10.1016/j.dib.2026.113018","https://www.scopus.com/pages/publications/105043383549?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105043383549"
